"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk","INT"
"3973","1","1","2","2","2","3","2","2","2","1","2","0"
"3974","1","1","1","1","1","2","1","2","2","1","2","0"
"3975","1","2","1","1","2","3","2","2","2","1","2","0"
"3976","3","2","1","1","1","1","1","2","2","1","2","0"
"3977","1","2","1","1","2","3","2","2","1","1","1","0"
"3978","2","2","1","1","1","3","2","2","1","1","1","0"
"3979","1","1","1","1","1","2","1","2","2","1","2","0"
"3980","1","1","2","2","3","2","1","2","2","1","1","0"
"3981","1","1","1","1","2","3","2","3","2","1","2","0"
"3982","1","2","1","1","1","3","2","2","2","2","2","0"
"3983","1","1","1","1","2","2","2","2","1","1","1","0"
"3984","1","2","1","1","2","2","1","2","1","2","1","0"
"3985","2","2","2","2","3","2","1","2","2","2","2","0"
"3986","1","2","2","1","3","2","1","2","2","1","2","0"
"3987","1","2","1","1","1","2","1","2","2","1","1","0"
"3988","1","1","1","1","1","3","2","2","2","1","2","0"
"3989","1","1","1","1","2","2","1","2","2","2","2","0"
"3990","1","2","1","1","2","2","1","2","2","2","2","0"
"3991","2","2","1","1","1","2","1","2","2","2","2","0"
"3992","1","2","1","1","1","2","2","2","2","1","2","0"
"3993","3","2","2","1","2","2","2","2","2","1","1","0"
"3994","1","1","1","1","1","3","2","2","2","1","2","0"
"3995","2","2","1","1","2","2","1","2","2","1","2","0"
"3996","2","2","1","1","2","3","2","2","2","1","2","0"
"3997","2","2","1","1","2","2","2","2","2","1","1","0"
"3998","1","1","1","1","1","2","1","2","2","1","2","0"
"3999","1","2","2","2","3","2","1","2","1","1","2","0"
"4000","2","2","1","1","1","3","2","3","2","2","2","0"
"4001","1","2","2","2","3","2","1","2","2","1","2","0"
"4002","1","2","1","1","1","1","1","1","1","1","1","0"
"4003","1","2","1","1","1","2","2","2","2","2","2","0"
"4004","1","2","1","1","1","2","1","2","2","1","2","0"
"4005","2","2","2","2","3","1","1","2","2","2","1","0"
"4006","1","1","1","2","2","2","1","2","2","1","2","0"
"4007","1","1","1","1","1","2","1","2","2","1","1","0"
"4008","1","2","1","1","2","2","1","2","2","2","2","0"
"4009","2","2","2","2","3","2","2","2","2","2","2","0"
"4010","2","2","1","1","2","2","1","2","1","1","2","0"
"4011","2","2","1","1","2","2","1","2","2","1","2","0"
"4012","1","2","1","2","3","2","1","2","1","1","2","0"
"4013","2","2","1","1","2","3","2","2","2","1","2","0"
"4014","1","2","1","1","2","3","2","2","2","2","2","0"
"4015","1","1","1","1","1","2","1","2","2","1","1","0"
"4016","1","1","1","1","1","3","2","2","2","1","2","0"
"4017","1","1","1","1","1","2","2","2","2","2","2","0"
"4018","2","2","1","1","2","3","2","2","2","1","2","0"
"4019","3","3","1","1","1","3","2","2","2","1","2","0"
"4020","1","2","1","1","1","1","1","1","2","1","2","0"
"4021","1","1","1","1","2","2","1","2","1","2","1","0"
"4022","1","1","1","1","1","2","1","2","1","1","1","0"
"4023","2","2","1","1","2","2","2","2","2","1","2","0"
"4024","2","2","1","1","2","3","2","2","2","2","2","0"
"4025","1","1","1","1","2","2","1","2","2","2","2","0"
"4026","2","2","1","1","1","2","1","2","2","1","2","0"
"4027","1","2","1","1","1","2","1","2","2","2","2","0"
"4028","3","3","2","2","3","3","2","2","2","1","2","0"
"4029","2","2","1","2","3","3","2","2","2","1","2","0"
"4030","1","1","1","1","2","2","1","2","1","2","1","0"
"4031","1","1","2","2","3","3","2","2","2","1","1","0"
"4032","1","2","1","2","2","2","1","2","2","1","2","0"
"4033","1","1","1","1","3","3","2","2","2","1","2","0"
"4034","2","1","1","1","1","3","2","2","2","1","1","0"
"4035","1","2","1","1","2","2","1","2","1","1","1","0"
"4036","2","2","1","1","2","3","2","2","2","1","2","0"
"4037","3","2","1","1","2","2","2","2","2","1","2","0"
"4038","2","2","1","1","1","2","1","2","2","1","1","0"
"4039","2","2","1","1","1","3","2","2","2","1","2","0"
"4040","2","2","1","1","2","2","1","2","2","1","2","0"
"4041","1","1","1","1","2","2","2","2","1","1","2","0"
"4042","2","2","1","1","2","2","2","2","1","1","1","0"
"4043","2","2","1","1","1","2","1","2","2","1","2","0"
"4044","1","1","2","2","3","2","1","2","2","1","2","0"
"4045","1","1","1","1","2","2","1","2","2","1","2","0"
"4046","1","1","2","1","3","3","2","2","2","1","1","0"
"4047","3","2","1","1","2","1","1","1","2","1","1","0"
"4048","3","2","1","1","2","2","2","3","2","1","2","0"
"4049","1","1","1","1","2","2","1","2","2","2","2","0"
"4050","1","2","1","2","3","3","2","2","1","1","1","0"
"4051","1","1","2","2","3","3","2","2","1","1","1","0"
"4052","1","1","1","1","1","2","1","2","2","1","1","0"
"4053","1","2","1","1","2","2","2","2","2","1","2","0"
"4054","1","2","1","1","2","2","2","2","2","2","2","0"
"4055","1","2","1","2","3","2","1","2","1","2","1","0"
"4056","1","1","1","1","2","2","1","2","2","1","1","0"
"4057","2","2","1","1","2","2","1","2","2","1","2","0"
"4058","1","1","1","1","2","2","1","2","2","1","1","0"
"4059","2","2","2","2","3","2","2","2","2","1","2","0"
"4060","1","1","1","1","2","2","2","2","2","2","2","0"
"4061","1","2","2","2","3","1","1","2","1","1","1","0"
"4062","1","2","1","1","1","2","1","2","2","1","2","0"
"4063","1","2","1","1","1","2","1","2","2","1","2","0"
"4064","2","2","1","1","2","2","1","2","2","1","2","0"
"4065","1","1","1","1","1","3","2","2","2","1","2","0"
"4066","3","3","1","1","2","3","2","2","2","2","2","0"
"4067","2","2","1","1","1","2","1","2","2","1","1","0"
"4068","2","2","2","1","3","2","1","2","2","1","2","0"
"4069","1","1","1","2","3","3","2","2","2","1","2","0"
"4070","1","2","1","1","1","2","1","2","1","1","2","0"
"4071","1","1","2","2","3","2","1","2","2","1","2","0"
"4072","1","2","1","1","3","2","1","2","1","1","1","0"
"4073","1","1","1","1","2","2","1","2","2","1","1","0"
"4074","1","2","1","1","2","1","1","2","2","2","2","0"
"4075","2","2","2","1","2","2","1","2","1","1","1","0"
"4076","2","3","1","1","1","2","1","2","2","1","2","0"
"4077","1","1","1","1","2","3","2","2","2","1","1","0"
"4078","2","2","1","1","2","2","1","2","2","1","2","0"
"4079","1","1","1","1","3","2","2","2","2","1","1","0"
"4080","1","1","1","1","2","2","1","2","2","1","2","0"
"4081","1","2","1","1","2","2","1","2","2","1","1","0"
"4082","2","2","1","1","2","2","1","2","2","1","1","0"
"4083","3","2","1","1","2","2","1","2","2","1","2","0"
"4084","1","1","1","1","2","2","1","2","2","2","2","0"
"4085","1","1","1","1","2","2","2","2","2","1","1","0"
"4086","1","1","1","1","2","2","1","2","2","2","2","0"
"4087","2","2","1","1","2","3","2","2","2","1","1","0"
"4088","1","1","1","1","1","3","2","2","2","1","2","0"
"4089","1","1","1","1","2","2","1","2","1","1","1","0"
"4090","1","2","2","2","3","3","2","2","2","2","2","0"
"4091","1","2","1","1","2","2","1","2","1","1","1","0"
"4092","1","1","2","1","2","2","1","2","2","2","2","0"
"4093","1","2","1","1","2","2","1","2","2","1","2","0"
"4094","3","2","1","1","1","2","1","2","1","2","1","0"
"4095","1","1","1","1","2","2","2","2","2","1","2","0"
"4096","1","1","1","1","1","3","2","2","2","2","2","0"
"4097","1","1","1","1","2","3","2","2","2","1","2","0"
"4098","1","1","1","2","3","2","1","2","1","1","2","0"
"4099","3","2","2","2","3","3","2","2","2","2","2","0"
"4100","1","2","1","1","1","3","2","2","2","1","2","0"
"4101","1","1","1","1","2","2","1","2","2","1","2","0"
"4102","2","2","1","1","2","2","1","2","2","1","1","0"
"4103","1","1","1","1","2","2","1","2","2","1","2","0"
"4104","1","1","1","1","1","3","2","2","2","2","1","0"
"4105","1","2","1","1","1","2","1","2","2","1","2","0"
"4106","1","1","1","1","2","1","1","1","2","2","1","0"
"4107","1","1","1","1","2","3","2","2","2","1","2","0"
"4108","1","1","1","1","1","2","1","2","2","1","1","0"
"4109","1","1","1","1","1","1","1","2","2","1","2","0"
"4110","3","2","1","1","1","2","1","2","2","1","2","0"
"4111","1","1","1","1","1","2","1","2","2","1","2","0"
"4112","1","2","2","2","3","3","2","2","2","1","1","0"
"4113","1","1","1","1","3","3","2","3","1","2","1","0"
"4114","2","2","2","2","3","2","1","2","2","1","2","0"
"4115","1","1","1","1","2","2","1","2","1","1","1","0"
"4116","1","2","1","1","2","2","1","2","2","1","2","0"
"4117","1","2","1","1","2","3","2","2","2","1","2","0"
"4118","1","2","1","1","1","2","2","2","2","1","2","0"
"4119","3","3","1","1","1","2","1","2","2","1","2","0"
"4120","1","1","1","1","2","2","1","2","2","1","1","0"
"4121","1","1","1","1","1","2","1","2","2","2","2","0"
"4122","1","1","1","1","1","2","1","2","2","1","1","0"
"4123","1","1","2","1","3","2","1","2","2","1","1","0"
"4124","1","1","1","1","2","2","1","2","1","1","2","0"
"4125","3","2","1","1","2","3","2","2","2","2","2","0"
"4126","1","2","2","1","2","2","1","1","2","2","2","0"
"4127","1","1","1","1","1","2","1","2","2","1","1","0"
"4128","1","2","1","1","2","2","1","2","2","1","2","0"
"4129","2","2","1","1","1","3","2","2","2","1","2","0"
"4130","3","2","1","1","1","2","1","2","2","1","1","0"
"4131","1","1","1","1","2","2","2","2","2","1","2","0"
"4132","1","1","1","1","2","3","2","2","2","2","2","0"
"4133","1","1","1","1","1","2","1","2","2","1","2","0"
"4134","3","3","1","1","2","1","1","1","2","1","2","0"
"4135","1","1","1","2","1","2","1","2","2","1","2","0"
"4136","1","1","1","1","1","2","2","2","2","1","1","0"
"4137","2","2","1","1","2","3","2","2","2","1","2","0"
"4138","1","2","1","1","1","2","1","2","2","1","1","0"
"4139","1","1","2","1","1","2","1","2","2","1","2","0"
"4140","1","1","1","1","1","3","2","2","1","2","1","0"
"4141","2","2","1","1","3","2","1","2","2","1","2","0"
"4142","1","1","2","2","3","1","1","2","2","2","2","0"
"4143","1","1","2","1","2","3","2","2","2","1","1","0"
"4144","1","2","1","1","2","2","1","2","1","1","1","0"
"4145","1","2","1","1","1","3","2","2","2","1","2","0"
"4146","1","2","1","1","2","2","1","2","1","1","2","0"
"4147","3","2","1","1","1","3","2","2","2","1","1","0"
"4148","1","1","1","1","2","3","2","2","1","1","2","0"
"4149","2","2","1","1","3","2","1","2","2","1","1","0"
"4150","1","1","1","1","1","2","1","2","2","1","1","0"
"4151","2","2","1","1","2","2","1","2","2","1","2","0"
"4152","1","2","1","1","1","2","1","2","2","2","2","0"
"4153","2","2","1","1","2","2","1","2","1","1","2","0"
"4154","1","2","1","1","1","2","1","2","2","1","1","0"
"4155","1","2","1","1","1","2","1","2","2","1","2","0"
"4156","1","1","2","1","3","2","1","2","2","1","2","0"
"4157","2","2","1","1","2","2","1","2","1","1","1","0"
"4158","1","1","1","1","2","2","2","2","2","1","2","0"
"4159","1","1","1","1","2","1","1","1","1","1","2","0"
"4160","3","3","1","1","2","2","1","2","2","1","2","0"
"4161","1","2","1","1","2","2","1","2","2","1","1","0"
"4162","1","1","2","1","3","2","1","2","1","1","2","0"
"4163","1","1","1","1","3","2","1","2","2","1","2","0"
"4164","1","1","1","1","2","3","2","2","2","1","2","0"
"4165","1","1","1","1","2","3","2","2","2","1","2","0"
"4166","1","1","1","1","2","3","2","2","1","1","2","0"
"4167","2","2","1","1","1","2","2","2","2","1","2","0"
"4168","2","2","1","1","1","2","1","1","2","1","1","0"
"4169","1","1","2","1","2","3","2","2","2","1","2","0"
"4170","1","2","1","1","2","2","2","2","1","1","2","0"
"4171","1","1","1","1","2","2","1","2","2","1","2","0"
"4172","1","2","1","1","2","2","1","2","1","1","1","0"
"4173","1","2","1","1","2","2","2","2","2","1","2","0"
"4174","1","1","1","1","2","3","1","2","2","1","1","0"
"4175","1","2","1","1","2","2","1","2","2","1","2","0"
"4176","2","2","1","1","2","2","1","2","2","1","2","0"
"4177","3","2","1","1","1","2","1","2","2","1","2","0"
"4178","1","1","1","1","2","3","2","2","2","1","2","0"
"4179","1","1","2","1","3","2","2","2","1","2","1","0"
"4180","2","2","1","1","1","3","2","2","2","1","2","0"
"4181","2","2","1","1","2","2","1","2","2","2","2","0"
"4182","2","2","2","2","3","2","1","2","2","1","1","0"
"4183","1","1","1","1","2","2","1","2","2","1","2","0"
"4184","3","3","1","1","3","2","1","2","1","1","2","0"
"4185","1","1","1","1","2","3","2","2","2","1","2","0"
"4186","1","1","1","2","3","3","2","2","2","1","2","0"
"4187","1","1","2","2","3","1","1","1","1","1","1","0"
"4188","2","3","2","2","3","3","2","2","2","1","2","0"
"4189","1","2","1","1","2","2","1","2","1","1","2","0"
"4190","3","2","2","1","3","2","1","2","2","1","1","0"
"4191","2","2","1","1","2","3","2","2","2","1","1","0"
"4192","3","2","1","1","1","3","2","2","2","1","1","0"
"4193","2","2","1","1","2","2","1","2","1","1","2","0"
"4194","2","2","2","1","3","2","1","2","2","1","1","0"
"4195","1","2","2","2","3","2","1","2","2","2","2","0"
"4196","3","3","1","1","2","2","1","2","2","1","1","0"
"4197","1","2","1","1","2","3","2","2","2","1","2","0"
"4198","1","2","1","1","1","2","2","2","2","2","2","0"
"4199","3","2","1","1","1","3","2","2","1","1","2","0"
"4200","1","1","1","1","1","2","1","2","2","2","1","0"
"4801","1","1","1","1","1","1","1","2","2","1","2","0"
"4802","1","2","1","1","1","2","1","2","2","2","1","0"
"4803","1","1","1","1","1","2","1","2","2","1","1","0"
"4804","1","1","1","1","2","2","1","2","2","1","1","0"
"4805","1","1","1","1","2","2","1","2","2","1","1","0"
"4806","1","1","2","1","2","2","1","2","2","1","1","0"
"4807","1","1","1","1","2","2","1","2","2","1","1","0"
"4808","1","1","1","1","2","2","1","2","2","2","2","0"
"4809","1","1","1","1","3","2","1","2","2","1","1","0"
"4810","1","1","1","1","1","2","1","2","1","1","2","0"
"4811","1","2","1","1","1","2","2","2","2","1","1","0"
"4812","1","1","1","1","1","2","1","2","2","1","1","0"
"4813","1","1","1","1","1","2","1","2","2","1","1","0"
"4814","1","1","1","1","1","2","1","1","2","2","2","0"
"4815","1","2","1","1","1","2","1","2","2","1","2","0"
"4816","1","1","1","1","2","2","1","2","2","1","1","0"
"4817","1","1","1","1","2","1","1","2","2","1","1","0"
"4818","1","1","1","1","1","2","1","2","2","1","1","0"
"4819","1","2","1","1","2","2","2","2","2","1","1","0"
"4820","1","1","1","1","1","2","1","2","2","1","2","0"
"4821","1","1","1","1","1","1","1","2","2","1","1","0"
"4822","2","2","1","1","3","1","1","2","2","1","1","0"
"4823","1","1","1","1","3","1","1","1","2","1","2","0"
"4824","1","1","1","1","3","2","1","2","2","1","2","0"
"4825","2","1","1","1","2","2","1","2","2","1","1","0"
"4826","1","1","1","1","2","2","1","2","1","1","2","0"
"4827","1","2","1","1","2","2","1","2","2","1","1","0"
"4828","1","1","1","1","1","2","1","2","2","1","1","0"
"4829","1","1","1","1","2","2","1","2","2","1","2","0"
"4830","2","1","1","1","1","2","2","2","2","1","1","0"
"4831","1","1","1","1","3","2","1","1","2","1","1","0"
"4832","1","2","2","1","2","2","1","2","2","1","1","0"
"4833","1","1","1","1","1","2","1","1","2","1","1","0"
"4834","1","1","1","1","2","2","1","2","1","1","2","0"
"4835","2","1","1","1","1","2","1","2","2","1","1","0"
"4836","1","2","2","2","2","1","1","1","1","1","2","0"
"4837","1","2","1","1","3","2","1","2","2","1","1","0"
"4838","2","2","1","1","3","2","1","2","1","1","2","0"
"4839","2","2","1","1","1","2","1","2","1","1","2","0"
"4840","2","2","1","1","2","2","1","2","2","2","2","0"
"4841","1","1","1","1","1","2","1","1","1","1","1","0"
"4842","1","1","1","1","3","2","1","2","2","1","1","0"
"4843","1","1","1","1","3","2","1","2","2","1","1","0"
"4844","1","1","1","1","2","2","1","2","2","1","1","0"
"4845","1","1","1","1","3","1","1","2","1","1","2","0"
"4846","1","1","1","1","2","3","2","2","2","2","2","0"
"4847","1","1","1","1","2","2","2","2","2","1","1","0"
"4848","1","1","1","1","2","2","1","2","1","1","2","0"
"4849","1","1","1","1","1","2","1","2","2","2","1","0"
"4850","3","2","1","1","3","1","1","2","2","1","1","0"
"4851","1","1","1","1","3","2","1","2","2","2","1","0"
"4852","1","1","1","1","1","2","1","2","1","1","2","0"
"4853","1","1","1","1","2","2","1","2","2","1","1","0"
"4854","2","2","1","1","3","2","1","2","2","1","1","0"
"4855","1","2","1","1","1","3","2","2","2","1","1","0"
"4856","1","1","1","1","2","2","1","2","1","1","2","0"
"4857","1","1","1","1","1","2","1","2","1","1","2","0"
"4858","1","2","1","1","2","2","1","2","2","1","2","0"
"4859","1","2","1","1","3","2","1","2","2","2","2","0"
"4860","2","2","1","1","1","2","1","2","2","1","1","0"
"4861","2","1","1","1","2","2","1","2","2","1","1","0"
"4862","2","2","1","1","2","2","2","2","2","1","1","0"
"4863","1","2","1","1","1","2","1","1","2","2","1","0"
"4864","2","2","1","1","2","2","1","2","2","1","1","0"
"4865","1","2","1","1","2","2","1","2","2","1","1","0"
"4866","2","2","1","1","2","2","1","2","1","1","2","0"
"4867","3","2","1","1","3","2","1","2","2","1","1","0"
"4868","1","1","1","1","1","2","1","2","2","1","2","0"
"4869","2","1","1","1","2","1","1","2","2","2","2","0"
"4870","1","1","1","1","2","2","1","2","1","1","2","0"
"4871","1","1","1","1","2","2","1","2","2","1","1","0"
"4872","1","2","1","1","3","2","1","2","2","2","2","0"
"4873","1","1","1","1","1","2","1","2","2","2","2","0"
"4874","2","1","1","1","3","2","1","2","2","1","1","0"
"4875","2","1","1","1","2","2","1","2","2","2","2","0"
"4876","2","1","1","1","1","2","1","2","2","1","1","0"
"4877","2","2","1","1","1","2","1","2","2","2","1","0"
"4878","1","2","1","1","2","2","1","2","2","1","1","0"
"4879","2","2","1","1","1","2","1","2","2","1","1","0"
"4880","2","2","1","1","2","2","1","2","1","1","2","0"
"4881","1","1","1","1","3","2","1","2","2","1","2","0"
"4882","2","2","1","1","2","2","1","2","2","1","2","0"
"4883","1","1","1","1","3","2","1","2","1","1","2","0"
"4884","1","1","1","1","3","2","1","2","2","2","1","0"
"4885","1","2","1","1","1","2","1","2","2","2","2","0"
"4886","1","1","2","1","3","2","1","2","2","2","2","0"
"4887","1","2","1","1","3","2","1","2","1","1","2","0"
"4888","1","2","1","1","2","2","1","2","2","1","1","0"
"4889","2","2","1","1","2","2","1","2","2","2","1","0"
"4890","1","1","1","1","3","1","1","1","2","1","1","0"
"4891","3","2","1","1","3","2","1","2","2","1","2","0"
"4892","1","1","1","1","2","2","1","2","2","1","1","0"
"4893","2","2","1","1","2","2","1","2","2","1","1","0"
"4894","2","2","1","1","2","3","2","2","2","2","2","0"
"4895","1","2","1","1","2","2","1","2","1","1","2","0"
"4896","1","1","1","1","1","2","1","2","2","2","1","0"
"4897","1","2","1","1","3","2","1","2","2","1","1","0"
"4898","1","2","1","1","2","2","1","2","2","1","1","0"
"4899","1","1","1","1","2","2","1","2","1","1","2","0"
"4900","1","1","1","1","3","3","2","2","1","1","2","0"
"4901","2","1","1","2","3","2","1","2","2","1","2","0"
"4902","1","1","1","1","2","2","1","1","2","1","1","0"
"4903","1","1","1","1","1","2","1","2","2","1","2","0"
"4904","2","2","1","1","3","2","1","1","1","1","2","0"
"4905","2","2","1","1","3","2","1","2","1","1","2","0"
"4906","1","2","1","1","2","2","1","2","2","1","1","0"
"4907","2","1","1","1","2","2","1","2","2","1","2","0"
"4908","2","2","1","1","3","2","1","2","2","1","1","0"
"4909","1","1","1","1","3","2","1","2","1","1","2","0"
"4910","1","1","1","1","3","2","1","2","2","1","2","0"
"4911","1","1","1","1","2","2","1","2","2","1","1","0"
"4912","1","1","1","1","1","2","1","2","2","1","1","0"
"4913","1","1","1","1","3","2","1","2","2","1","1","0"
"4914","1","1","1","1","1","2","1","2","2","2","2","0"
"4915","2","2","2","1","3","2","1","2","1","1","1","0"
"4916","2","2","1","1","1","2","1","1","1","1","2","0"
"4917","2","2","1","1","3","2","1","2","2","2","2","0"
"4918","1","1","1","1","2","2","1","2","2","1","1","0"
"4919","2","2","1","1","3","3","2","2","2","2","2","0"
"4920","1","2","1","1","1","1","1","1","2","1","1","0"
"4921","1","1","1","1","3","3","2","2","2","1","1","0"
"4922","2","2","1","2","3","1","1","2","2","1","1","0"
"4923","2","2","1","1","1","2","1","2","2","2","1","0"
"4924","2","2","1","1","2","3","2","2","1","1","1","0"
"4925","1","1","1","1","2","2","1","2","2","1","1","0"
"4926","1","1","1","1","2","2","1","2","2","1","1","0"
"4927","1","2","1","2","3","2","1","2","2","1","1","0"
"4928","1","2","1","1","3","2","1","2","2","1","1","0"
"4929","1","1","1","1","3","2","1","2","2","1","1","0"
"4930","1","2","1","1","2","1","1","2","1","1","2","0"
"4931","2","1","1","1","1","2","1","2","1","1","2","0"
"4932","1","2","2","1","3","1","1","2","1","1","2","0"
"4933","1","1","1","1","3","3","2","2","2","1","2","0"
"4934","1","1","1","1","2","2","1","2","2","1","1","0"
"4935","1","2","1","1","3","2","1","2","2","1","2","0"
"4936","2","2","1","1","2","2","1","2","2","1","1","0"
"4937","1","1","1","1","2","2","2","2","2","1","1","0"
"4938","2","2","1","1","3","2","1","2","1","1","2","0"
"4939","1","2","1","1","3","2","1","2","1","1","2","0"
"4940","1","1","1","1","2","2","1","2","2","1","1","0"
"4941","2","2","1","1","2","2","1","2","1","1","2","0"
"4942","2","2","1","1","3","2","1","2","2","1","1","0"
"4943","1","1","1","1","2","2","1","2","2","1","2","0"
"4944","2","1","1","1","3","2","1","2","2","1","1","0"
"4945","1","2","1","1","1","2","1","2","2","1","1","0"
"4946","2","1","1","1","2","2","2","2","2","1","2","0"
"4947","2","1","1","1","2","2","1","2","2","1","1","0"
"4948","1","1","1","1","1","2","1","1","1","1","2","0"
"4949","2","1","1","1","3","2","2","2","2","1","1","0"
"4950","1","1","1","1","1","2","1","2","2","1","2","0"
"4951","1","2","1","1","2","2","1","2","2","1","1","0"
"4952","1","2","1","1","2","2","1","2","2","2","1","0"
"4953","2","2","1","1","1","2","1","2","2","1","1","0"
"4954","1","1","1","1","2","2","1","2","2","1","1","0"
"4955","1","1","1","1","2","2","1","2","1","1","2","0"
"4956","2","2","1","1","1","2","1","2","2","1","1","0"
"4957","2","2","1","1","3","2","1","2","2","1","1","0"
"4958","1","1","1","1","3","2","1","2","2","2","1","0"
"4959","2","2","1","1","3","1","1","2","2","1","2","0"
"4960","2","2","1","1","1","2","1","2","2","2","2","0"
"4961","1","1","1","1","1","2","1","2","2","1","2","0"
"4962","1","2","1","1","1","2","1","2","2","1","1","0"
"4963","1","1","1","1","2","1","1","2","2","1","2","0"
"4964","2","2","1","1","3","2","1","2","2","2","1","0"
"4965","2","2","1","1","2","2","1","2","2","1","1","0"
"4966","1","1","1","1","2","1","1","2","2","1","2","0"
"4967","1","1","1","1","2","2","1","1","2","1","1","0"
"4968","2","2","1","2","3","1","1","1","2","1","1","0"
"4969","1","2","1","1","2","3","2","2","2","1","1","0"
"4970","2","2","1","1","2","1","1","2","2","1","2","0"
"4971","2","2","1","1","3","2","1","2","2","1","2","0"
"4972","2","2","1","1","3","2","2","2","2","1","1","0"
"4973","1","1","1","1","3","1","1","2","2","1","1","0"
"4974","2","2","1","1","3","2","1","2","2","2","2","0"
"4975","2","2","1","1","2","2","1","2","2","1","1","0"
"4976","2","1","1","1","3","2","1","2","2","2","2","0"
"4977","2","1","1","1","2","3","2","2","2","1","2","0"
"4978","1","1","1","1","2","1","1","2","1","1","2","0"
"4979","1","1","1","1","3","2","1","2","2","1","2","0"
"4980","2","2","1","1","3","2","2","2","2","1","2","0"
"4981","1","2","1","1","2","2","1","2","2","1","2","0"
"4982","2","2","1","1","1","1","1","2","1","1","2","0"
"4983","1","1","1","1","2","2","1","2","2","2","1","0"
"4984","2","2","1","1","3","2","1","2","2","1","1","0"
"4985","1","1","1","1","2","2","1","2","2","1","1","0"
"4986","3","2","1","1","3","2","1","2","1","2","1","0"
"4987","2","2","1","1","3","2","1","2","1","1","2","0"
"4988","2","2","1","1","3","2","2","2","2","2","1","0"
"4989","2","2","1","1","2","2","1","2","1","1","2","0"
"4990","1","1","1","1","2","2","1","2","1","1","2","0"
"4991","1","1","1","1","3","2","1","2","1","1","2","0"
"4992","3","2","1","1","1","2","1","2","2","1","1","0"
"4993","1","2","2","1","3","2","1","2","2","1","1","0"
"4994","2","2","1","1","2","2","2","2","2","1","1","0"
"4995","1","1","1","1","2","3","2","2","2","1","1","0"
"4996","2","2","1","1","2","2","1","2","2","1","2","0"
"4997","2","2","1","1","3","3","2","2","2","2","2","0"
"4998","2","1","1","1","2","2","2","2","2","2","1","0"
"4999","2","2","1","1","1","2","1","2","1","1","2","0"
"5000","1","1","1","1","2","3","2","2","2","1","1","0"
"5001","2","1","1","1","3","2","2","2","2","1","2","0"
"5002","2","2","1","1","1","2","1","2","2","2","1","0"
"5003","2","2","1","1","2","3","2","2","2","1","2","0"
"5004","2","2","1","1","2","2","1","2","2","1","2","0"
"5005","2","2","1","1","1","1","1","2","1","1","2","0"
"5006","2","2","1","1","1","2","1","2","2","2","2","0"
"5007","1","1","1","1","3","2","1","2","2","2","2","0"
"5008","2","2","1","1","2","2","1","2","1","1","2","0"
"5009","1","1","1","1","2","2","1","2","2","1","1","0"
"5010","2","2","1","1","2","2","1","2","1","1","2","0"
"5011","1","1","1","1","2","2","1","2","2","1","1","0"
"5012","1","1","1","1","3","2","1","2","1","1","2","0"
"5013","1","1","1","1","1","2","1","2","2","2","1","0"
"5014","2","2","1","1","2","2","1","2","2","2","2","0"
"5015","1","1","1","1","2","2","1","2","2","1","2","0"
"5016","1","1","1","1","3","2","1","2","2","1","2","0"
"5017","2","2","1","1","1","2","2","2","2","1","1","0"
"5018","1","1","1","1","1","2","1","2","2","1","2","0"
"5019","1","2","1","1","1","2","1","2","1","1","2","0"
"5020","2","2","1","1","1","2","1","2","2","1","1","0"
"5021","1","1","1","1","2","2","1","2","2","2","1","0"
"5022","1","1","1","1","3","2","1","2","1","1","2","0"
"5023","1","1","2","1","2","2","1","2","2","1","1","0"
"5024","1","1","1","1","1","2","1","2","2","1","1","0"
"5025","2","2","1","1","3","2","1","2","2","1","1","0"
"5026","1","1","1","1","2","2","1","2","1","1","2","0"
"5027","1","1","1","1","2","2","1","2","1","1","2","0"
"5028","1","1","1","1","2","2","1","2","2","1","1","0"
"5029","2","1","1","1","3","1","1","1","1","1","2","0"
"5030","1","1","1","1","2","2","1","2","2","2","2","0"
"5031","2","2","1","1","2","1","1","2","1","1","2","0"
"5032","1","1","1","1","3","2","1","2","2","1","2","0"
"5033","2","1","1","1","2","3","2","2","1","1","2","0"
"5034","2","2","1","1","2","2","1","2","2","2","1","0"
"5035","1","1","1","1","3","2","1","2","2","1","2","0"
"5036","1","1","2","1","2","2","1","2","1","1","2","0"
"5037","1","2","1","1","2","2","1","2","2","1","1","0"
"5038","2","1","1","1","2","3","2","2","2","1","1","0"
"5039","2","2","1","1","1","2","1","2","2","1","1","0"
"5040","2","2","1","1","1","2","1","2","2","2","2","0"
"5041","2","2","1","1","1","3","2","2","2","1","1","0"
"5042","2","2","1","1","2","1","1","2","2","2","2","0"
"5043","2","2","1","1","2","2","1","2","2","1","2","0"
"5044","1","1","1","1","2","2","1","2","1","1","2","0"
"5045","2","1","1","1","3","2","1","2","2","1","1","0"
"5046","1","2","1","1","2","2","1","2","2","1","1","0"
"5047","2","1","1","1","1","2","1","2","2","1","2","0"
"5048","2","1","1","2","3","3","2","2","2","1","1","0"
"5049","2","2","1","1","3","2","1","2","1","1","2","0"
"5050","1","1","1","1","3","2","1","2","2","1","2","0"
"5051","1","2","1","1","2","1","1","2","2","1","2","0"
"5052","2","2","1","1","1","2","1","2","2","1","1","0"
